sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,adj_interval_length,adj_max_length,adj_min_length,air_watts,amps,anti_tip_device,attachment_type,bag_electrostatic,bag_fill_style,bag_filter_inc,bag_filter_qty,bag_filtration,bag_layers,bag_type,brand,brush_adjustable,brush_diameter,brush_material,brush_qty,brush_removable,brush_shapes,brush_side_qty,brush_side_size,brush_size,brush_total_qty,bumper_depth,bumper_fit,bumper_size,bumper_width,capacitors,capacity_gal,cfm,charge_time,clean_path_width,color,combo_floor_switch,connection_type,cordless_battery,cordless_runtime,cord_auto_rewind,cord_hook_adjust,cord_management,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,decibels,description,description_specs,diameter,dirt_capacity,discontinued,drive_train,edge_clean,electric,exhaust_cyclonic,exhaust_opening,filter_efficiency,filter_microns,filter_type,filter_washable,filtration_method,fit,flexible,gallery,gearbox,gift_message_available,gtin12_upc,handheld,handle_adjust,handle_carry,handle_ergonomic,handle_folds,handle_swivel,hanger_max_length,hanger_washable,has_options,headlight,height_settings,height_settings_auto,hose_air_relief_valve,hose_crushproof,hose_length_feet,hose_power_switch,hose_type,image,image_label,inc_p_bags,inc_p_carpet_tool,inc_p_crevice_tool,inc_p_dusting_brush,inc_p_extractor_wand,inc_p_floor_tool,inc_p_hose,inc_p_hygiene_cap,inc_p_micro_filter,inc_p_micro_strip,inc_p_misc,inc_p_motor_filter,inc_p_upholstery_tool,inc_p_wand,indicator_bag_full,indicator_brush_obstruction,indicator_dirt_sensor,indicator_filter_replace,indicator_motor_status,indicator_on_off_light,indicator_roller_replace,inlet_auto_on,inlet_connection,inlet_door_style,inlet_lights,inlet_use_trim,maintenance,main_motor_rpm,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,motor_air_discharge,motor_bearing,motor_brush,motor_cobr_material,motor_duty_cycle,motor_electric_conn,motor_fabr_material,motor_fan_diameter,motor_fan_style,motor_fashcoat,motor_frequency,motor_hp,motor_ins_class,motor_name,motor_qty,motor_speeds,motor_stages,motor_temp_high,motor_temp_low,motor_therm_protect,motor_type,motor_watts,movement_power,msrp,msrp_display_actual_price_type,msrp_enabled,muffler_hookup,muffler_shape,name,name_alternative,neck_movement,news_from_date,news_to_date,noise_level,operating_radius_feet,options_container,org_etl_listed,org_gl_approved,org_leed_certified,org_ul_recognized,pad_driver_incl,page_layout,part_model_number,part_store_number,pdf_manuals,pdf_spec_sheet,powerhead_removable,power_control_variable,power_cord_detachable,power_cord_length_feet,power_reset_btn,power_safety_shutoff,power_settings,power_settings_auto,price,product_applications,product_bumper_included,product_family_series,product_finish,product_height_inches,product_length_inches,product_material,product_tool_storage,product_video_youtube_link,product_warranty,product_width_inches,psi,pvc_degree,pvc_style,pvc_type,qty_in_pack,receptacle_type,recovery_capacity,replacement_part,required_options,roller_material,roller_motor,roller_motor_controls,roller_rpm,safety_guard,scraped,sealed_system,short_description,small_image,small_image_label,solution_capacity,special_from_date,special_order,special_price,special_to_date,square_ft,squeegee_width,status,switch_loc,system_type,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,utility_valve,visibility,visual_interface_type,voltage,wand_included,waterlift,weight,wet_dry,wet_dry_drain_required,wheels,wheels_swivel,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
VU:0091,,"Upright Vacuum",simple,,,base,,,,0.000,0.00,No,,,,,,,,,Hoover,,,,,,,,,,,,,,,,0.00,0.000,,0.00,,,,,,No,No,,,,"2016-04-27 14:28:27",,,,,0.00,test,,,,No,,,,,,,,,No,,,,,,0,,,No,,No,,,,,0,No,0,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"WindTunnel Supreme Bagged Upright",,,,,,0.00,"Product Info Column",,No,No,No,,,U5468900,,,,No,No,No,0.00,,No,0,No,0.0000,,No,,,0.00,0.00,,No,,,0.00,,,,,0,,,,0,,No,No,0,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:28:27",windtunnel-supreme-bagged-upright,windtunnel-supreme-bagged-upright.html,No,4,None,0,,0.000,0.0000,,,,No,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VU:0092,,"Upright Vacuum",simple,,,base,,,,0.000,0.00,No,,,,,,,,,Hoover,,,,,,,,,,,,,,,,0.00,0.000,,0.00,,,,,,No,No,,,,"2016-04-27 14:28:27",,,,,0.00,test,,,,No,,,,,,,,,No,,,,,,0,,,No,,No,,,,,0,No,0,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"WindTunnel Supreme Bagged Upright",,,,,,0.00,"Product Info Column",,No,No,No,,,U5470900,,,,No,No,No,0.00,,No,0,No,0.0000,,No,,,0.00,0.00,,No,,,0.00,,,,,0,,,,0,,No,No,0,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:28:27",windtunnel-supreme-bagged-upright,windtunnel-supreme-bagged-upright-1892.html,No,4,None,0,,0.000,0.0000,,,,No,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VU:0093,,"Upright Vacuum",simple,,,base,,,,0.000,0.00,No,,,,,,,,,Hoover,,,,,,,,,,,,,,,,0.00,0.000,,0.00,,,,,,No,No,,,,"2016-04-27 14:28:27",,,,,0.00,test,,,,No,,,,,,,,,No,,,,,,0,,,No,,No,,,,,0,No,0,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"Reconditioned Self-Propelled WindTunnel Upright",,,,,,0.00,"Product Info Column",,No,No,No,,,U64019RM,,,,No,No,No,0.00,,No,0,No,0.0000,,No,,,0.00,0.00,,No,,,0.00,,,,,0,,,,0,,No,No,0,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:28:27",reconditioned-self-propelled-windtunnel-upright,reconditioned-self-propelled-windtunnel-upright.html,No,4,None,0,,0.000,0.0000,,,,No,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VU:0094,,"Upright Vacuum",simple,,,base,,,,0.000,0.00,No,,,,,,,,,Hoover,,,,,,,,,,,,,,,,0.00,0.000,,0.00,,,,,,No,No,,,,"2016-04-27 14:28:27",,,,,0.00,test,,,,No,,,,,,,,,No,,,,,,0,,,No,,No,,,,,0,No,0,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"WindTunnel Self-Propelled Ultra Bagged Upright",,,,,,0.00,"Product Info Column",,No,No,No,,,U6434900,,,,No,No,No,0.00,,No,0,No,0.0000,,No,,,0.00,0.00,,No,,,0.00,,,,,0,,,,0,,No,No,0,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:28:27",windtunnel-self-propelled-ultra-bagged-upright,windtunnel-self-propelled-ultra-bagged-upright.html,No,4,None,0,,0.000,0.0000,,,,No,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VU:0095,,"Upright Vacuum",simple,,,base,,,,0.000,0.00,No,,,,,,,,,Hoover,,,,,,,,,,,,,,,,0.00,0.000,,0.00,,,,,,No,No,,,,"2016-04-27 14:28:27",,,,,0.00,test,,,,No,,,,,,,,,No,,,,,,0,,,No,,No,,,,,0,No,0,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"Self Propelled WindTunnel Ultra Bagged Upright",,,,,,0.00,"Product Info Column",,No,No,No,,,U6439900,,,,No,No,No,0.00,,No,0,No,0.0000,,No,,,0.00,0.00,,No,,,0.00,,,,,0,,,,0,,No,No,0,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:28:27",self-propelled-windtunnel-ultra-bagged-upright,self-propelled-windtunnel-ultra-bagged-upright.html,No,4,None,0,,0.000,0.0000,,,,No,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VU:0096,,"Upright Vacuum",simple,,,base,,,,0.000,0.00,No,,,,,,,,,Hoover,,,,,,,,,,,,,,,,0.00,0.000,,0.00,,,,,,No,No,,,,"2016-04-27 14:28:27",,,,,0.00,test,,,,No,,,,,,,,,No,,,,,,0,,,No,,No,,,,,0,No,0,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"WindTunnel 13&quot; Bagged Upright",,,,,,0.00,"Product Info Column",,No,No,No,,,C1703900,,,,No,No,No,0.00,,No,0,No,0.0000,,No,,,0.00,0.00,,No,,,0.00,,,,,0,,,,0,,No,No,0,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:28:27",windtunnel-13-quot-bagged-upright,windtunnel-13-quot-bagged-upright.html,No,4,None,0,,0.000,0.0000,,,,No,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VU:0097,,"Upright Vacuum",simple,,,base,,,,0.000,0.00,No,,,,,,,,,Hoover,,,,,,,,,,,,,,,,0.00,0.000,,0.00,,,,,,No,No,,,,"2016-04-27 14:28:27",,,,,0.00,test,,,,No,,,,,,,,,No,,,,,,0,,,No,,No,,,,,0,No,0,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"Wbd Coml Windtunnel Uprt",,,,,,0.00,"Product Info Column",,No,No,No,,,C1712900,,,,No,No,No,0.00,,No,0,No,0.0000,,No,,,0.00,0.00,,No,,,0.00,,,,,0,,,,0,,No,No,0,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:28:27",wbd-coml-windtunnel-uprt,wbd-coml-windtunnel-uprt.html,No,4,None,0,,0.000,0.0000,,,,No,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VU:0098,,"Upright Vacuum",simple,,,base,,,,0.000,0.00,No,,,,,,,,,Hoover,,,,,,,,,,,,,,,,0.00,0.000,,0.00,,,,,,No,No,,,,"2016-04-27 14:28:27",,,,,0.00,test,,,,No,,,,,,,,,No,,,,,,0,,,No,,No,,,,,0,No,0,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"Tempo WidePath Bagged Upright",,,,,,0.00,"Product Info Column",,No,No,No,,,U5140900,,,,No,No,No,0.00,,No,0,No,0.0000,,No,,,0.00,0.00,,No,,,0.00,,,,,0,,,,0,,No,No,0,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:28:27",tempo-widepath-bagged-upright,tempo-widepath-bagged-upright.html,No,4,None,0,,0.000,0.0000,,,,No,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VU:0099,,"Upright Vacuum",simple,,,base,,,,0.000,0.00,No,,,,,,,,,Hoover,,,,,,,,,,,,,,,,0.00,0.000,,0.00,,,,,,No,No,,,,"2016-04-27 14:28:27",,,,,0.00,test,,,,No,,,,,,,,,No,,,,,,0,,,No,,No,,,,,0,No,0,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"WindTunnel Lite Bagged Upright",,,,,,0.00,"Product Info Column",,No,No,No,,,U5402900,,,,No,No,No,0.00,,No,0,No,0.0000,,No,,,0.00,0.00,,No,,,0.00,,,,,0,,,,0,,No,No,0,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:28:27",windtunnel-lite-bagged-upright,windtunnel-lite-bagged-upright.html,No,4,None,0,,0.000,0.0000,,,,No,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VU:0100,,"Upright Vacuum",simple,,,base,,,,0.000,0.00,No,,,,,,,,,Hoover,,,,,,,,,,,,,,,,0.00,0.000,,0.00,,,,,,No,No,,,,"2016-04-27 14:29:23",,,,,0.00,test,,,,No,,,,,,,,,No,,,,,,0,,,No,,No,,,,,0,No,0,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"WindTunnel Supreme Bagged Upright",,,,,,0.00,"Product Info Column",,No,No,No,,,U5458910,,,,No,No,No,0.00,,No,0,No,0.0000,,No,,,0.00,0.00,,No,,,0.00,,,,,0,,,,0,,No,No,0,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:29:23",windtunnel-supreme-bagged-upright,windtunnel-supreme-bagged-upright-1900.html,No,4,None,0,,0.000,0.0000,,,,No,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VU:0101,,"Upright Vacuum",simple,,,base,,,,0.000,0.00,No,,,,,,,,,Hoover,,,,,,,,,,,,,,,,0.00,0.000,,0.00,,,,,,No,No,,,,"2016-04-27 14:29:23",,,,,0.00,test,,,,No,,,,,,,,,No,,,,,,0,,,No,,No,,,,,0,No,0,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"WindTunnel Supreme Bagged Upright",,,,,,0.00,"Product Info Column",,No,No,No,,,U5458900,,,,No,No,No,0.00,,No,0,No,0.0000,,No,,,0.00,0.00,,No,,,0.00,,,,,0,,,,0,,No,No,0,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:29:23",windtunnel-supreme-bagged-upright,windtunnel-supreme-bagged-upright-1901.html,No,4,None,0,,0.000,0.0000,,,,No,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VU:0102,,"Upright Vacuum",simple,,,base,,,,0.000,0.00,No,,,,,,,,,Hoover,,,,,,,,,,,,,,,,0.00,0.000,,0.00,,,,,,No,No,,,,"2016-04-27 14:29:23",,,,,0.00,test,,,,No,,,,,,,,,No,,,,,,0,,,No,,No,,,,,0,No,0,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"WindTunnel Upright",,,,,,0.00,"Product Info Column",,No,No,No,,,U5460900,,,,No,No,No,0.00,,No,0,No,0.0000,,No,,,0.00,0.00,,No,,,0.00,,,,,0,,,,0,,No,No,0,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:29:23",windtunnel-upright,windtunnel-upright.html,No,4,None,0,,0.000,0.0000,,,,No,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VU:0103,,"Upright Vacuum",simple,,,base,,,,0.000,0.00,No,,,,,,,,,Hoover,,,,,,,,,,,,,,,,0.00,0.000,,0.00,,,,,,No,No,,,,"2016-04-27 14:29:23",,,,,0.00,test,,,,No,,,,,,,,,No,,,,,,0,,,No,,No,,,,,0,No,0,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"WindTunnel Upright",,,,,,0.00,"Product Info Column",,No,No,No,,,U5462900,,,,No,No,No,0.00,,No,0,No,0.0000,,No,,,0.00,0.00,,No,,,0.00,,,,,0,,,,0,,No,No,0,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:29:23",windtunnel-upright,windtunnel-upright-1903.html,No,4,None,0,,0.000,0.0000,,,,No,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VU:0104,,"Upright Vacuum",simple,,,base,,,,0.000,0.00,No,,,,,,,,,Hoover,,,,,,,,,,,,,,,,0.00,0.000,,0.00,,,,,,No,No,,,,"2016-04-27 14:29:23",,,,,0.00,test,,,,No,,,,,,,,,No,,,,,,0,,,No,,No,,,,,0,No,0,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"WindTunnel Supreme Bagged Upright",,,,,,0.00,"Product Info Column",,No,No,No,,,U5467900,,,,No,No,No,0.00,,No,0,No,0.0000,,No,,,0.00,0.00,,No,,,0.00,,,,,0,,,,0,,No,No,0,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:29:23",windtunnel-supreme-bagged-upright,windtunnel-supreme-bagged-upright-1904.html,No,4,None,0,,0.000,0.0000,,,,No,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VU:0105,,"Upright Vacuum",simple,,,base,,,,0.000,0.00,No,,,,,,,,,Hoover,,,,,,,,,,,,,,,,0.00,0.000,,0.00,,,,,,No,No,,,,"2016-04-27 14:29:24",,,,,0.00,test,,,,No,,,,,,,,,No,,,,,,0,,,No,,No,,,,,0,No,0,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"Combo Hoover WindTunnel Supreme Bagged Upright and Slider Rechargeable Broom",,,,,,0.00,"Product Info Column",,No,No,No,,,U5481980,,,,No,No,No,0.00,,No,0,No,0.0000,,No,,,0.00,0.00,,No,,,0.00,,,,,0,,,,0,,No,No,0,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:29:24",combo-hoover-windtunnel-supreme-bagged-upright-and-slider-rechargeable-broom,combo-hoover-windtunnel-supreme-bagged-upright-and-slider-rechargeable-broom.html,No,4,None,0,,0.000,0.0000,,,,No,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VU:0106,,"Upright Vacuum",simple,,,base,,,,0.000,0.00,No,,,,,,,,,Hoover,,,,,,,,,,,,,,,,0.00,0.000,,0.00,,,,,,No,No,,,,"2016-04-27 14:29:24",,,,,0.00,test,,,,No,,,,,,,,,No,,,,,,0,,,No,,No,,,,,0,No,0,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"Self Propelled WindTunnel Ultra Bagged Upright",,,,,,0.00,"Product Info Column",,No,No,No,,,U6454900,,,,No,No,No,0.00,,No,0,No,0.0000,,No,,,0.00,0.00,,No,,,0.00,,,,,0,,,,0,,No,No,0,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:29:24",self-propelled-windtunnel-ultra-bagged-upright,self-propelled-windtunnel-ultra-bagged-upright-1906.html,No,4,None,0,,0.000,0.0000,,,,No,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VU:0107,,"Upright Vacuum",simple,,,base,,,,0.000,0.00,No,,,,,,,,,Hoover,,,,,,,,,,,,,,,,0.00,0.000,,0.00,,,,,,No,No,,,,"2016-04-27 14:29:24",,,,,0.00,test,,,,No,,,,,,,,,No,,,,,,0,,,No,,No,,,,,0,No,0,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"Commercial WindTunnel Bagged Upright",,,,,,0.00,"Product Info Column",,No,No,No,,,C1705900,,,,No,No,No,0.00,,No,0,No,0.0000,,No,,,0.00,0.00,,No,,,0.00,,,,,0,,,,0,,No,No,0,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:29:24",commercial-windtunnel-bagged-upright,commercial-windtunnel-bagged-upright.html,No,4,None,0,,0.000,0.0000,,,,No,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VU:0108,,"Upright Vacuum",simple,,,base,,,,0.000,0.00,No,,,,,,,,,Hoover,,,,,,,,,,,,,,,,0.00,0.000,,0.00,,,,,,No,No,,,,"2016-04-27 14:29:24",,,,,0.00,test,,,,No,,,,,,,,,No,,,,,,0,,,No,,No,,,,,0,No,0,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"Commercial Soft Guard&reg Bagged Upright",,,,,,0.00,"Product Info Column",,No,No,No,,,C1702900,,,,No,No,No,0.00,,No,0,No,0.0000,,No,,,0.00,0.00,,No,,,0.00,,,,,0,,,,0,,No,No,0,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:29:24",commercial-soft-guard-reg-bagged-upright,commercial-soft-guard-reg-bagged-upright.html,No,4,None,0,,0.000,0.0000,,,,No,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VU:0109,,"Upright Vacuum",simple,,,base,,,,0.000,0.00,No,,,,,,,,,Hoover,,,,,,,,,,,,,,,,0.00,0.000,,0.00,,,,,,No,No,,,,"2016-04-27 14:29:24",,,,,0.00,test,,,,No,,,,,,,,,No,,,,,,0,,,No,,No,,,,,0,No,0,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"WindTunnel Supreme Bagged Upright",,,,,,0.00,"Product Info Column",,No,No,No,,,U5472900,,,,No,No,No,0.00,,No,0,No,0.0000,,No,,,0.00,0.00,,No,,,0.00,,,,,0,,,,0,,No,No,0,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:29:24",windtunnel-supreme-bagged-upright,windtunnel-supreme-bagged-upright-1909.html,No,4,None,0,,0.000,0.0000,,,,No,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VU:0110,,"Upright Vacuum",simple,,,base,,,,0.000,0.00,No,,,,,,,,,Hoover,,,,,,,,,,,,,,,,0.00,0.000,,0.00,,,,,,No,No,,,,"2016-04-27 14:29:24",,,,,0.00,test,,,,No,,,,,,,,,No,,,,,,0,,,No,,No,,,,,0,No,0,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"WindTunnel Bagged Upright",,,,,,0.00,"Product Info Column",,No,No,No,,,U5473900,,,,No,No,No,0.00,,No,0,No,0.0000,,No,,,0.00,0.00,,No,,,0.00,,,,,0,,,,0,,No,No,0,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:29:24",windtunnel-bagged-upright,windtunnel-bagged-upright.html,No,4,None,0,,0.000,0.0000,,,,No,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VU:0111,,"Upright Vacuum",simple,,,base,,,,0.000,0.00,No,,,,,,,,,Hoover,,,,,,,,,,,,,,,,0.00,0.000,,0.00,,,,,,No,No,,,,"2016-04-27 14:29:24",,,,,0.00,test,,,,No,,,,,,,,,No,,,,,,0,,,No,,No,,,,,0,No,0,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"Anniversary WindTunnel Self-Propelled Bagged Upright",,,,,,0.00,"Product Info Column",,No,No,No,,,U6485900,,,,No,No,No,0.00,,No,0,No,0.0000,,No,,,0.00,0.00,,No,,,0.00,,,,,0,,,,0,,No,No,0,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:29:24",anniversary-windtunnel-self-propelled-bagged-upright,anniversary-windtunnel-self-propelled-bagged-upright.html,No,4,None,0,,0.000,0.0000,,,,No,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VU:0112,,"Upright Vacuum",simple,,,base,,,,0.000,0.00,No,,,,,,,,,Hoover,,,,,,,,,,,,,,,,0.00,0.000,,0.00,,,,,,No,No,,,,"2016-04-27 14:29:24",,,,,0.00,test,,,,No,,,,,,,,,No,,,,,,0,,,No,,No,,,,,0,No,0,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"Anniversary WindTunnel Bagged Upright",,,,,,0.00,"Product Info Column",,No,No,No,,,U5491900,,,,No,No,No,0.00,,No,0,No,0.0000,,No,,,0.00,0.00,,No,,,0.00,,,,,0,,,,0,,No,No,0,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:29:24",anniversary-windtunnel-bagged-upright,anniversary-windtunnel-bagged-upright.html,No,4,None,0,,0.000,0.0000,,,,No,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
